sample_name	reference	strain	sampleacc	studyaccession	species	species_match	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	date	strain2	main_st	neonate	major_wards	amikacin_30	ampicillin_10	ampicillin_2	augmentin_30	cefoxitin_10_(clox)	cefoxitin_30	cefpodoxime_10	cefpodoxime_10_(ceftriaxone)	ceftazidime	ceftriaxone_30	ceftriaxone_5	chloramphenicol_10	chloramphenicol_30	ciprofloxacin_(e-test)	ciprofloxacin_5	co-trimoxazole_25	cotrimoxazole_25	erythromycin_15	erythromycin_5	gentamicin_10	gentamicin10	meropenem	meropenem_10	oxacillin_1_(pen)	pefloxacin_5	penicillin_1	piperacillin/_tazobactam(ptz)	piperacillin/tazobactam_36	quinupristin/dalfopristin_(qd15)	tetracycline_10	tetracycline_30	vancomycin_5
ERR12058791	this study	42070_2#280	ERS7985584	ERP126322	Klebsiella pneumoniae	strong	1	1	9	14	2016	NA	ST25	u	CHATINKHA NURSERY	NA	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058792	this study	42070_2#281	ERS7985488	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058794	this study	42070_2#283	ERS7985489	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058795	this study	42070_2#284	ERS7985586	ERP126322	Klebsiella pneumoniae	strong	0	1	6	11	2016	NA	other	n	PAEDIATRIC NURSERY	NA	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058796	this study	42070_2#285	ERS7985490	ERP126322	Klebsiella pneumoniae	strong	0	1	6	7	2017	NA	ST39	n	3B MALE MEDICAL WARD	S	R	R	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058797	this study	42070_2#286	ERS7985587	ERP126322	Klebsiella pneumoniae	strong	1	1	9	14	2016	NA	ST25	y	CHATINKHA NURSERY	NA	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058798	this study	42070_2#287	ERS7985491	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058799	this study	42070_2#288	ERS7985588	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2016	NA	ST37	n	PAEDIATRIC NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	I	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058800	this study	42070_2#289	ERS7985320	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	n	PAEDIATRIC SURGICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	I	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058546	this study	42070_2#28	ERS7985521	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058801	this study	42070_2#290	ERS7985417	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2019	NA	other	n	unknown	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA
ERR12058802	this study	42070_2#291	ERS7985321	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	y	unknown	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	I	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058803	this study	42070_2#292	ERS7985418	ERP126322	Klebsiella pneumoniae	strong	0	0	5	7	2019	NA	other	n	A ETC	NA	S	R	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	R	NA	NA	NA	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058804	this study	42070_2#293	ERS7985322	ERP126322	Klebsiella pneumoniae	strong	1	1	5	5	2018	NA	ST17	n	PAEDIATRIC SURGICAL WARD	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058805	this study	42070_2#294	ERS7985419	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	y	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058806	this study	42070_2#295	ERS7985323	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	y	PAEDIATRIC SURGICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058807	this study	42070_2#296	ERS7985420	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST39	n	PAEDIATRIC SURGICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058808	this study	42070_2#297	ERS7985324	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	n	PAEDIATRIC SURGICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058809	this study	42070_2#298	ERS7985421	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058810	this study	42070_2#299	ERS7985325	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	y	PAEDIATRIC SURGICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058547	this study	42070_2#29	ERS7985447	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2013	NA	ST17	n	PAEDIATRIC ONCOLOGY	NA	R	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058520	this study	42070_2#2	ERS7985344	ERP126322	Klebsiella pneumoniae	strong	1	1	5	5	2018	NA	ST17	y	INTENSIVE CARE UNIT	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058811	this study	42070_2#300	ERS7985422	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	4A FEMALE MEDICAL WARD	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058813	this study	42070_2#302	ERS7985423	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	PICU/HDU	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058814	this study	42070_2#303	ERS7985328	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	S	NA	NA	NA	S	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058815	this study	42070_2#304	ERS7985424	ERP126322	Klebsiella pneumoniae	strong	0	1	9	17	2019	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058816	this study	42070_2#305	ERS7985492	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058817	this study	42070_2#306	ERS7985592	ERP126322	Klebsiella pneumoniae	strong	1	1	8	12	2016	NA	ST307	y	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058818	this study	42070_2#307	ERS7985493	ERP126322	Klebsiella pneumoniae	strong	1	1	9	14	2017	NA	ST25	y	PAEDIATRIC NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058819	this study	42070_2#308	ERS7985632	ERP126322	Klebsiella pneumoniae	strong	1	2	8	12	2016	NA	ST39	n	4A FEMALE MEDICAL WARD	R	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058820	this study	42070_2#309	ERS7985494	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	I	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058548	this study	42070_2#30	ERS7985522	ERP126322	Klebsiella pneumoniae	strong	0	1	8	16	2017	NA	ST35	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058821	this study	42070_2#311	ERS7985495	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	I	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058822	this study	42070_2#312	ERS7985634	ERP126322	Klebsiella pneumoniae	strong	1	0	5	8	2016	NA	other	n	PAEDIATRIC SPECIAL CARE WARD	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058823	this study	42070_2#313	ERS7985496	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058824	this study	42070_2#314	ERS7985497	ERP126322	Klebsiella pneumoniae	strong	0	1	7	8	2017	NA	ST340	n	3B MALE MEDICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058825	this study	42070_2#315	ERS7985498	ERP126322	Klebsiella pneumoniae	strong	0	1	6	8	2017	NA	ST101	n	PAEDIATRIC NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058826	this study	42070_2#316	ERS7985499	ERP126322	Klebsiella pneumoniae	strong	0	1	6	8	2017	NA	ST101	y	CHATINKHA NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	I	NA	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058827	this study	42070_2#317	ERS7985327	ERP126322	Klebsiella pneumoniae	strong	0	0	5	5	2018	NA	other	y	CHATINKHA NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058828	this study	42070_2#318	ERS7985425	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	PAEDIATRIC SURGICAL WARD	S	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	I	NA	S	NA	NA	S	NA	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA
ERR12058829	this study	42070_2#319	ERS7985329	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058549	this study	42070_2#31	ERS7985448	ERP126322	Klebsiella pneumoniae	strong	0	0	7	15	1998	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058830	this study	42070_2#320	ERS7985426	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	y	PICU/HDU	R	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA
ERR12058831	this study	42070_2#321	ERS7985330	ERP126322	Klebsiella pneumoniae	strong	1	1	8	12	2018	NA	other	n	PAEDIATRIC ONCOLOGY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058832	this study	42070_2#322	ERS7985427	ERP126322	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	0	1	9	16	2019	NA	other	n	PAEDIATRIC NURSERY	S	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058833	this study	42070_2#323	ERS7985332	ERP126322	Klebsiella pneumoniae	strong	0	1	6	8	2018	NA	ST101	n	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058834	this study	42070_2#324	ERS7985428	ERP126322	Klebsiella pneumoniae	strong	1	1	9	15	2019	NA	ST48	n	PAEDIATRIC SURGICAL WARD	S	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA
ERR12058835	this study	42070_2#325	ERS7985331	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	y	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058836	this study	42070_2#326	ERS7985429	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2019	NA	other	y	PAEDIATRIC SURGICAL WARD	R	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA
ERR12058837	this study	42070_2#327	ERS7985333	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	n	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058838	this study	42070_2#328	ERS7985430	ERP126322	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	0	1	9	16	2019	NA	other	n	PICU/HDU	S	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	S	NA	NA	NA	NA	I	NA	NA	NA	NA
ERR12058839	this study	42070_2#329	ERS7985334	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	n	PICU/HDU	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058550	this study	42070_2#32	ERS7985523	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058840	this study	42070_2#330	ERS7985431	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058841	this study	42070_2#331	ERS7985335	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	n	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058842	this study	42070_2#332	ERS7985432	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058843	this study	42070_2#333	ERS7985500	ERP126322	Klebsiella pneumoniae	strong	1	1	9	14	2017	NA	ST607	n	PAEDIATRIC MOYO WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058844	this study	42070_2#334	ERS7985501	ERP126322	Klebsiella pneumoniae	strong	0	1	6	8	2017	NA	ST101	n	3B MALE MEDICAL WARD	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058845	this study	42070_2#335	ERS7985502	ERP126322	Klebsiella pneumoniae	strong	0	0	4	6	2017	NA	other	n	4A FEMALE MEDICAL WARD	S	R	NA	S	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058846	this study	42070_2#336	ERS7985503	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2017	NA	other	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058847	this study	42070_2#337	ERS7985504	ERP126322	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	0	1	6	8	2017	NA	other	u	PAEDIATRIC MOYO WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	I	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058848	this study	42070_2#338	ERS7985505	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058849	this study	42070_2#339	ERS7985506	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058551	this study	42070_2#33	ERS7985197	ERP126322	Klebsiella pneumoniae	strong	4	0	6	9	1998	NA	ST29	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058850	this study	42070_2#340	ERS7985507	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	INTENSIVE CARE UNIT	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058852	this study	42070_2#342	ERS7985433	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	y	PAEDIATRIC SURGICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	I	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058853	this study	42070_2#343	ERS7985337	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	y	PAEDIATRIC SURGICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058854	this study	42070_2#344	ERS7985434	ERP126322	Klebsiella pneumoniae	strong	1	1	8	12	2019	NA	ST39	n	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058855	this study	42070_2#345	ERS7985338	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	y	PAEDIATRIC SURGICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058856	this study	42070_2#346	ERS7985435	ERP126322	Klebsiella pneumoniae	strong	0	1	10	20	2012	NA	ST340	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058857	this study	42070_2#347	ERS7985339	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058858	this study	42070_2#348	ERS7985436	ERP126322	Klebsiella pneumoniae	strong	1	1	9	15	2013	NA	ST36	n	3B MALE MEDICAL WARD	R	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058859	this study	42070_2#349	ERS7985340	ERP126322	Klebsiella pneumoniae	strong	0	1	7	12	2018	NA	ST1552	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058552	this study	42070_2#34	ERS7985352	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058861	this study	42070_2#351	ERS7985341	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058862	this study	42070_2#352	ERS7985438	ERP126322	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	0	0	0	0	1998	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058863	this study	42070_2#353	ERS7985342	ERP126322	Klebsiella pneumoniae	strong	1	1	5	5	2018	NA	ST17	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058864	this study	42070_2#354	ERS7985439	ERP126322	Klebsiella pneumoniae	strong	3	0	4	6	1998	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058865	this study	42070_2#355	ERS7985343	ERP126322	Klebsiella pneumoniae	strong	1	1	5	5	2018	NA	ST17	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058866	this study	42070_2#356	ERS7985440	ERP126322	Klebsiella pneumoniae	strong	0	0	3	4	1998	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
